"","Main_Location","Date","Dir","AM_PHV","PM_PHV","ADT","AAWDT","AAWET","Intersection","formatted_address","geometry.location.lat","geometry.location.lng"
"818","S LOWELL BLVD",2015-02-13,"SB",246,206,NA,2000,NA," S KING ST","S Lowell Blvd, Colorado, USA","39.6631835","-105.0349072"
"819","S MONACO PKWY",2014-09-19,"SBLT",48,28,NA,300,NA,"CHERRY CREEK NORTH","Cherry Creek N Dr & S Monaco Pkwy, Denver, CO 80224, USA","39.6914201","-104.912798"
"820","S MONROE ST",2014-07-25,"SB",19,24,NA,261,NA,"E EASTMAN AVE ","E Eastman Ave & S Monroe St, Denver, CO 80210, USA","39.6599192","-104.9459362"
"821","S MONROE ST",2014-07-25,"SB",19,25,NA,260,NA," E FLORA ST","S Monroe St, Colorado, USA","39.6836596","-104.945366"
"822","S MONROE ST",2014-07-25,"SB",19,24,NA,261,NA," S ADAMS WAY","Monroe St, Thornton, CO, USA","39.9280315","-104.9441886"
"823","S MONROE ST",2015-03-20,"SB",76,95,NA,699,NA,"E LOUISIANA AVE ","E Louisiana Ave & S Monroe St, Denver, CO 80210, USA","39.6929505","-104.9453835"
"824","S NEWPORT ST",2015-07-10,"SB",21,26,NA,234,NA,"E BETHANY PL ","S Newport St & E Bethany Pl, Denver, CO 80224, USA","39.6643433","-104.9097392"
"825","S NEWPORT ST",2015-07-10,"SB",21,26,NA,234,NA," E BATES AVE","S Newport St, Colorado 80224, USA","39.6798993","-104.9097427"
"826","S PERRY ST",2015-05-11,"SB",79,128,NA,1357,NA,"W VIRGINIA AVE ","W Virginia Ave & S Perry St, Denver, CO 80219, USA","39.7080342","-105.0396951"
"827","S PERRY ST",2015-05-11,"SB",79,128,NA,1357,NA," MORRISON RD","S Perry St, Denver, CO, USA","39.6894706","-105.0400349"
"828","S PERRY ST",2015-05-15,"SB",80,100,NA,1048,NA,"W EXPOSITION AVE ","S Perry St & W Exposition Ave, Denver, CO 80219, USA","39.7039325","-105.0396896"
"829","S PERRY ST",2015-05-18,"SB",65,120,NA,1181,NA,"W  VIRGINIA AVE ","Perry St, Denver, CO, USA","39.7650344","-105.0392991"
"830","S PLATTE RIVER DR",2014-05-16,"SB",316,501,NA,6029,NA,"S HURON ST ","S Huron St & S Platte River Dr, Denver, CO 80223, USA","39.6916437","-104.9968712"
"831","S PLATTE RIVER DR",2014-05-16,"SB",316,501,NA,6029,NA," S SANTE FE DR","S Platte River Dr, Colorado, USA","39.6833207","-105.0017931"
"832","S PLATTE RIVER DR",2014-10-14,"SB",217,288,NA,3043,NA,"S JASON ST ","S Jason St & S Platte River Dr, Denver, CO 80223, USA","39.6904244","-104.999228"
"833","S RACE ST",2015-09-04,"SB",23,21,NA,226,NA," E VIRGINIA AVE","S Race St, Colorado, USA","39.6535389","-104.962959"
"834","S RALIEGH ST",2015-08-21,"SB",91,121,NA,1204,NA,"W AMHERST AVE  ","W Amherst Ave, Denver, CO, USA","39.665573","-105.0343498"
"835","S RALIEGH ST",2015-08-21,"SB",91,121,NA,1204,NA," W YALE AVE","W Yale Ave, Denver, CO, USA","39.6677493","-105.0478196"
"836","S SANTA FE DRIVE",2006-06-28,"SBLT",56,46,NA,NA,NA,"W FLORIDA AVE","W Florida Ave & S Santa Fe Dr, Denver, CO 80223, USA","39.6893887","-104.992037"
"837","S SANTA FE DRIVE",2006-06-29,"NB HOV",777,1010,NA,NA,NA,"W IOWA ST","W Iowa Ave & S Santa Fe Dr, Denver, CO 80223, USA","39.6875669","-104.9922039"
"838","S SANTA FE DRIVE",2006-10-31,"NB",2325,1991,NA,NA,NA,"E ALAMEDA AVE","S Santa Fe Dr & W Alameda Ave, Denver, CO 80223, USA","39.7112499","-104.9971515"
"839","S SHERIDAN BLVD",2006-06-29,"NBLT",305,388,NA,NA,NA,"W JEWELL AVE","S Sheridan Blvd & W Jewell Ave, Denver, CO 80227, USA","39.6822886","-105.0531996"
"840","S STAPLETON DR",2006-01-01,"EB",76,90,NA,NA,NA,"GLENCO ST","E Stapleton Dr N & Glencoe St, Denver, CO 80216, USA","39.7793552","-104.9258324"
"841","S STEELE ST",2015-03-20,"SB",274,402,NA,3229,NA,"E IOWA AVE ","E Iowa Ave & S Steele St, Denver, CO 80210, USA","39.6875119","-104.9500508"
"842","S STEELE ST",2015-09-27,"NB",186,188,NA,2098,NA,"E COLORADO AVE ","E Colorado Ave & S Steele St, Denver, CO 80210, USA","39.6838835","-104.9500203"
"843","S STEELE ST",2015-09-27,"SB",156,160,NA,1733,NA,"E MEXICO AVE ","E Mexico Ave & S Steele St, Denver, CO 80210, USA","39.6856948","-104.9500454"
"844","S STEELE ST",2015-10-30,"NB",357,348,NA,3587,NA,"E ARIZONA AVE ","E Arizona Ave & S Steele St, Denver, CO 80210, USA","39.6947707","-104.9500139"
"845","S STEELE ST",2015-10-30,"NB",326,317,NA,3366,NA,"E ARKANSAS AVE ","E Arkansas Ave & S Steele St, Denver, CO 80210, USA","39.6911537","-104.9500301"
"846","S STEELE ST",2015-10-30,"SB",199,268,NA,2713,NA," BONNIE BRAE BLVD","1201 S Steele St, Denver, CO 80210, USA","39.6943399","-104.95037"
"847","S SYRACUSE WY",2015-08-21,"SB",151,174,NA,1945,NA,"E HARVARD AVE ","S Syracuse Way & E Harvard Ave, Colorado 80231, USA","39.6712165","-104.8979382"
"848","S SYRACUSE WY",2015-08-21,"SB",151,174,NA,1945,NA," VASSAR DR","S Syracuse Way, Colorado 80231, USA","39.6688361","-104.8954768"
"849","S TAMARAC DR",2015-06-19,"SB",559,417,NA,5876,NA,"E PRINCETON AVE ","S Tamarac Dr & E Princeton Ave, Denver, CO 80237, USA","39.6434094","-104.8939258"
"850","S TAMARAC DR",2015-06-19,"SB",559,417,NA,5876,NA," E OBERLIN PL","S Tamarac Dr, Denver, CO, USA","39.6491224","-104.8978342"
"851","S TEJON",2013-12-13,"SB",205,251,NA,2547,NA,"W. BYERS PL ","W Byers Pl & S Tejon St, Denver, CO 80223, USA","39.7121542","-105.0110214"
"852","S TEJON",2013-12-13,"SB",205,251,NA,2547,NA," W. CEDAR AVE.","S Tejon St, Colorado, USA","39.6894921","-105.011759"
"853","S TENNYSON ST",2015-08-21,"SB",87,147,NA,1333,NA,"W EVANS AVE ","W Evans Ave & S Tennyson St, Denver, CO 80219, USA","39.679563","-105.043747"
"854","S TENNYSON ST",2015-08-21,"SB",87,147,NA,1333,NA," W JEWELL AVE","S Tennyson St, Denver, CO 80219, USA","39.6868735","-105.0442576"
"855","S UNIVERSITY BLVD",2015-01-16,"SBLT",46,60,NA,561,NA,"E ALAMEDA AVE","E Alameda Ave & S University Blvd, Denver, CO 80209, USA","39.7111132","-104.9592864"
"856","S VALLEJO",2010-08-05,"SB",28,60,NA,NA,NA,"W KENTUCKY","W Kentucky Ave & S Vallejo St, Denver, CO 80223, USA","39.6999739","-105.0140727"
"857","S WABASH ST",2015-09-04,"SB",54,74,NA,627,NA,"E UNION AVE ","8100 E Union Ave, Denver, CO 80237, USA","39.6292515","-104.8944522"
"858","S WABASH ST",2015-09-04,"SB",54,74,NA,627,NA," E TEMPLE DR","S Wabash St, Colorado, USA","39.6484211","-104.8905418"
"859","S WILLIAMS ST",2014-03-07,"SB",12,19,NA,159,NA," E ALAMEDA AVE","S Williams St, Colorado, USA","39.6854845","-104.9663724"
"860","S YORK ST",2015-05-08,"SB",22,26,NA,310,NA,"E EXPOSITION AVE ","S York St & E Exposition Ave, Denver, CO 80209, USA","39.7038772","-104.9605544"
"861","S YORK ST",2015-05-08,"SB",18,24,NA,232,NA," E KENTUCKY AVE","S York St, Colorado, USA","39.6820395","-104.9605942"
"862","S YOSEMITE ST",2014-09-25,"NB",632,1366,NA,11570,NA,"I-225 FRONTAGE RD","S Yosemite St & Oxford Dr, Denver, CO 80237, USA","39.640677","-104.885248"
"863","S YOSEMITE ST",2014-12-12,"NB",724,1461,NA,13209,NA,"E KENYON AVE ","E Kenyon Ave & S Yosemite St, Denver, CO 80237, USA","39.6491309","-104.884821"
"864","S YOSEMITE ST",2014-12-12,"NB",724,1461,NA,13209,NA," E JEFFERSON AVE","S Yosemite St & Jefferson Ave, Denver, CO 80237, USA","39.650539","-104.884997"
"865","S YOSEMITE ST",2014-12-12,"NB",600,907,NA,9369,NA," E RADCLIFF","S Yosemite St, Colorado, USA","39.6073405","-104.8854499"
"866","S. BIRCH ST",2014-01-17,"SB",4,9,NA,52,NA,"E. CEDAR AVE ","E Cedar Ave & S Birch St, Denver, CO 80246, USA","39.7130749","-104.9362618"
"867","S. BIRCH ST",2014-01-17,"SB",4,9,NA,52,NA," ALAMEDA AVE","S Birch St, Colorado, USA","39.6701882","-104.9363677"
"868","S. BRYANT ST.",2012-03-16,"NB",329,452,NA,4931,NA,"W. 3rd AVE. ","W 3rd Ave & Bryant St, Denver, CO 80219, USA","39.7211741","-105.0186556"
"869","S. BRYANT ST.",2012-03-16,"NB",205,358,NA,3013,NA,"W. 6th AVE. ","Bryant St & W 6th Ave, Denver, CO 80204, USA","39.7249062","-105.0186686"
"870","S. BRYANT ST.",2012-03-16,"NB",329,452,NA,4931,NA," W. 2nd AVE.","S Bryant St, Colorado, USA","39.6841288","-105.0180328"
"871","S. CLERMONT ST.",2011-07-19,"SB",8,16,NA,148,NA,"E. MONTANA Pl ","S Clermont St & E Montana Pl, Denver, CO 80222, USA","39.6849944","-104.9348923"
"872","S. CLERMONT ST.",2011-07-19,"SB",8,16,NA,148,NA," E. COLORADO","S Clermont St, Colorado, USA","39.6784606","-104.9352656"
"873","S. COLORADO BLVD",2014-01-09,"SB",2078,2565,NA,32065,NA,"E. MEXICO AVE","E Mexico Ave & S Colorado Blvd, Denver, CO 80222, USA","39.6856871","-104.9405909"
"874","S. COLORADO BLVD",2014-01-09,"SB",1812,2427,NA,28943,NA,"E. OHIO AVE","E Ohio Ave & S Colorado Blvd, Denver, CO 80246, USA","39.7020518","-104.9407922"
"875","S. COLORADO BLVD",2014-01-09,"NB",2226,2651,NA,32709,NA,"E. EXPOSITION AVE","E Exposition Ave & S Colorado Blvd, Denver, CO 80246, USA","39.7038352","-104.9407865"
"876","S. FRANKLIN ST",2014-04-11,"SB",71,95,NA,850,NA," E ALAMEDA AVE","Alameda Ave & S Franklin St, Denver, CO 80209, USA","39.711178","-104.968519"
"877","S. FRANKLIN ST",2014-04-11,"SB",87,159,NA,1065,NA," E VIRGINIA AVE","S Franklin St, Colorado, USA","39.638677","-104.9690568"
"878","S. GAYLORD ST.",2013-11-15,"SB",17,15,NA,159,NA,"E. ARKANSAS AVE. ","S Gaylord St & E Arkansas Ave, Denver, CO 80210, USA","39.6911325","-104.9617481"
"879","S. GAYLORD ST.",2013-11-15,"SB",16,24,NA,212,NA," E. IOWA AVE.","S Gaylord St, Colorado, USA","39.6875115","-104.9616869"
"880","S. GLENCOE ST.",2011-12-12,"SB",29,56,NA,396,NA,"E. UTAH PL ","E Utah Pl & S Glencoe St, Denver, CO 80222, USA","39.6837522","-104.9259021"
"881","S. GLENCOE ST.",2011-12-12,"SB",29,56,NA,396,NA," E. COLORADO AVE.","S Glencoe St, Denver, CO, USA","39.6804025","-104.9261891"
"882","S. HIGH ST",2012-06-28,"SB",13,18,NA,171,NA," E. VIRGINIA AVE","S High St, Colorado, USA","39.6748471","-104.9652523"
"883","S. LIPAN ST.",2012-04-17,"SB",227,278,NA,3462,NA,"W. EVANS AVE.","S Lipan St & W Evans Ave, Denver, CO 80223, USA","39.6785283","-105.0017796"
"884","S. LIPAN ST.",2012-04-17,"SB",249,291,NA,3713,NA,"W. JEWELL AVE.","W Jewell Ave, Denver, CO, USA","39.6822733","-105.0489786"
"885","S. LOGAN ST",2014-03-21,"SB",293,745,NA,5259,NA,"E MAPLE AVE ","S Logan St & E Maple Ave, Denver, CO 80209, USA","39.7138669","-104.9828432"
"886","S. LOGAN ST",2014-03-21,"NB",858,881,NA,8505,NA,"E CEDAR AVE ","S Logan St & E Cedar Ave, Denver, CO 80209, USA","39.712944","-104.9827077"
"887","S. LOGAN ST",2014-03-21,"SB",389,842,NA,6266,NA,"E OHIO AVE ","S Logan St & E Ohio Ave, Denver, CO 80209, USA","39.7019973","-104.9827909"
"888","S. LOGAN ST",2014-03-21,"SB",409,813,NA,6170,NA,"E CENTER AVE ","S Logan St & E Center Ave, Denver, CO 80209, USA","39.7057113","-104.9827981"
"889","S. LOWELL BLVD",2013-03-15,"SB",85,87,NA,1041,NA,"W. ALASKA PL ","S Lowell Blvd & W Alaska Pl, Denver, CO 80219, USA","39.7085606","-105.0350416"
"890","S. LOWELL BLVD",2013-03-15,"SB",59,72,NA,730,NA,"W. GILL PL ","S Lowell Blvd & W Gill Pl, Denver, CO 80219, USA","39.7049434","-105.0350343"
"891","S. MADISON ST",2012-03-20,"SB",19,36,NA,312,NA," E. BATES AVE.","S Madison St, Denver, CO, USA","39.6875","-104.9465091"
"892","S. NIAGARA ST",2011-09-20,"SB",4,4,NA,40,NA,"E. JEWELL AVE ","E Jewell Ave & S Niagara St, Denver, CO 80224, USA","39.6820741","-104.9110346"
"893","S. NIAGARA ST",2011-09-20,"SB",4,4,NA,40,NA," E ASBURY AVE.","S Niagara Way, Colorado, USA","39.6626449","-104.9096246"
"894","S. OLIVE ST.",2011-02-28,"SB",111,104,NA,NA,NA,"E. QUINCY ","S Olive St & E Quincy Ave, Denver, CO 80237, USA","39.6387511","-104.9068018"
"895","S. OLIVE ST.",2011-02-28,"SB",111,104,NA,NA,NA," E. PRINCETON","S Olive St, Colorado, USA","39.6171133","-104.9071983"
"896","S. ONEIDA WAY",2011-04-16,"EB",11,15,NA,164,NA,"S. PONTIAC ST.","S Oneida Way & S Pontiac St, Denver, CO 80224, USA","39.6584743","-104.9052013"
"897","S. PATTON CT.",2011-03-19,"SB",45,54,NA,579,NA,"FLA. AVE ","S Patton Ct, Denver, CO, USA","39.6829591","-105.038535"
"898","S. PLATTE RIVER DR.",2012-04-10,"SB",174,300,NA,2429,NA,"W. EVANS AVE.","W Evans Ave & S Platte River Dr, Denver, CO 80223, USA","39.678493","-104.9985184"
"899","S. TAMARAC DR.",2013-11-15,"NB",350,934,NA,5788,NA,"E. QUINCY ","E Quincy Ave & S Tamarac Dr, Denver, CO 80237, USA","39.6386828","-104.8926924"
"900","S. YOSEMITE ST.",2014-01-17,"NB",925,1311,NA,11706,NA,"CHENANGO AVE","E Chenango Ave & S Yosemite St, Greenwood Village, CO 80111, USA","39.627119","-104.8852027"
"901","S. YOSEMITE ST.",2014-01-17,"NB",511,863,NA,9003,NA,"NASSAU AVE","E Nassau Ave & S Yosemite St, Denver, CO 80237, USA","39.6432048","-104.8851552"
"902","S.QUEBEC ST.",2011-05-28,"NB",489,845,NA,NA,NA,"E. CORNELL AVE.","S Quebec St & E Cornell Ave, Denver, CO 80231, USA","39.6629793","-104.9025305"
"903","S.TAMARAC DR.",2011-05-28,"NB",433,875,NA,NA,NA,"E. EASTMAN AVE.","E Eastman Ave & S Tamarac Dr, Denver, CO 80231, USA","39.6574858","-104.9000622"
"904","SANTA FE ""HOV LANE""",2008-10-20,"NB",657,713,NA,NA,NA,"IOWA","W Iowa Ave, Denver, CO, USA","39.6875648","-104.9898702"
"905","SANTA FE DR.",2006-11-14,"N/B",2275,2042,NA,NA,NA,"ALAMEDA","500 S Santa Fe Dr, Denver, CO 80223, USA","39.7068387","-104.9939771"
"906","SB FEDERAL  BLVD OFFRAMP",2010-07-16,"EB",308,180,NA,NA,NA,"COLFAX AVE","1490 N Lafayette St Suite #204, Denver, CO 80218, USA","39.7401895","-104.9713218"
"907","SHERIDAN BLVD",2015-10-10,"NBLT",38,58,NA,599,NA,"W EVANS AVE","W Evans Ave & S Sheridan Blvd, Denver, CO 80227, USA","39.6791629","-105.0532725"
"908","SIDNEY COURT",2009-01-07,"NB",12,21,NA,NA,NA,"E. BATES DR","S Sidney Ct & E Bates Dr, Denver, CO 80231, USA","39.6653096","-104.8985981"
"909","SOUTH MONACO Ln 1",2010-10-26,"NB",361,494,NA,NA,NA,"YALE AVE","1 S Monaco Pkwy, Denver, CO 80224, USA","39.7162105","-104.9128685"
"910","SOUTH MONACO Ln 2",2010-10-26,"NB",312,427,NA,NA,NA,"YALE AVE","S Monaco Pkwy, Colorado, USA","39.6788725","-104.9127229"
"911","SOUTH STAPLETON DR",2010-10-30,"EB",426,727,NA,NA,NA,"NORTH MONACO ST","6500 E Stapleton Dr S a, Denver, CO 80216, USA","39.7777083","-104.9125472"
"912","SOUTH SYRACUSE WAY",2010-11-03,"NB",372,383,NA,NA,NA,"YALE AVE","S Syracuse Way & E Yale Ave, Colorado 80231, USA","39.6676051","-104.8940545"
"913","SOUTH WOLFF ST",2010-09-18,"SB",37,87,NA,697,NA,"WEST QUINCY AVE","W Quincy Ave, Denver, CO, USA","39.6387275","-105.0491528"
"914","SPEER",2006-01-31,"SB",1964,1668,NA,NA,NA,"WEWATTA","Speer Blvd & Wewatta St, Denver, CO 80204, USA","39.7502181","-105.0047709"
"915","SPEER BLVD",2007-10-16,"NB",659,1493,NA,NA,NA,"ZUNI ST","Speer Blvd & Zuni St, Denver, CO 80211, USA","39.7562727","-105.0158422"
"916","SPEER BLVD",2009-06-22,"SB",1268,2124,NA,NA,NA,"11TH AVE","Speer Blvd & W 11th Ave, Denver, CO 80204, USA","39.7336406","-104.9940862"
"917","SPEER BLVD",2009-06-22,"SB",1555,2264,NA,NA,NA,"13TH AVE","Speer Blvd & W 13th Ave, Denver, CO 80204, USA","39.7368632","-104.9964779"
"918","SPEER BLVD",2009-06-22,"SB",640,1423,NA,NA,NA,"6TH AVE TUNNEL","2728 Zuni St, Denver, CO 80211, USA","39.7568579","-105.0155944"
"919","SPEER BLVD",2009-06-22,"SB",1263,2105,NA,NA,NA,"8TH AVE","Speer Blvd & 8th Ave, Denver, CO 80204, USA","39.7289331","-104.9906005"
"920","SPEER BLVD",2009-06-22,"SB",1514,2285,NA,NA,NA,"COLFAX AVE","W Colfax Ave & Speer Blvd, Denver, CO 80204, USA","39.7401554","-104.9981379"
"921","SPEER BLVD",2009-06-23,"NB",2128,1893,NA,NA,NA,"6TH AVE","E 6th Ave & Speer Blvd, Denver, CO 80203, USA","39.7256329","-104.9851376"
"922","SPEER BLVD",2009-07-29,"NB",2220,2206,NA,NA,NA,"CORONA ST","Corona St & Speer Blvd, Denver, CO 80218, USA","39.7185306","-104.974785"
"923","SPEER BLVD",2009-07-29,"NB",2122,2166,NA,NA,NA,"EMERSON ST","Emerson St & Speer Blvd, Denver, CO 80218, USA","39.7195338","-104.9764021"
"924","SPEER BLVD",2009-07-29,"NB",2294,2131,NA,NA,NA,"WASHINGTON ST","Speer Blvd & N Washington St, Denver, CO 80203, USA","39.720479","-104.9791271"
"925","SPRUCE ST",2015-08-21,"SB",73,100,NA,1310,NA,"E 53RD PL ","E 53rd Pl, Denver, CO 80249, USA","39.7938204","-104.7370959"
"926","ST PAUL",2006-01-24,"EB&WB",69,95,NA,NA,NA,"VASSAR","S St Paul St & E Vassar Ave, Denver, CO 80210, USA","39.6693919","-104.9508601"
"927","ST PAUL ST",2009-08-19,"NB/SB",81,111,NA,NA,NA,"4TH ","St Paul St & E 4th Ave, Denver, CO 80206, USA","39.7225502","-104.950997"
"928","ST PAUL ST",2009-08-19,"NB/SB",81,111,NA,NA,NA," 5TH ST","210 St Paul St, Denver, CO 80206, USA","39.7197419","-104.9506584"
"929","ST PAUL ST",2010-07-12,"NB",189,214,NA,NA,NA,"BUCHTEL BLVD","S St Paul St & Buchtel Blvd S, Denver, CO 80210, USA","39.6813011","-104.9508289"
"930","STEELE ST",2009-08-19,"NB/SB",94,131,NA,NA,NA,"4TH ","E 4th Ave & Steele St, Denver, CO 80206, USA","39.7225499","-104.9497938"
"931","STOUT",2011-04-23,"EB",174,514,NA,NA,NA,"31st ST ","Stout St & 31st St, Denver, CO 80205, USA","39.7598827","-104.9749463"
"932","STOUT",2011-04-23,"EB",465,823,NA,NA,NA,"22ND ST ","Stout St & 22nd St, Denver, CO 80205, USA","39.7514655","-104.9858282"
"933","STOUT",2011-04-23,"EB",174,514,NA,NA,NA," 32nd ST","32nd St, Denver, CO 80205, USA","39.7628205","-104.9763651"
"934","STOUT ST",2014-04-18,"EB",172,479,NA,3909,NA,"25th ST ","Stout St & 25th St, Denver, CO 80205, USA","39.754388","-104.981914"
"935","STOUT ST",2014-04-18,"EB",190,493,NA,3891,NA,"28th ST. ","2130 Stout St, Denver, CO 80205, USA","39.750878","-104.9861008"
"936","STOUT ST",2014-04-18,"EB",190,493,NA,3891,NA," 29th ST.","Stout St & 29th St, Denver, CO 80205, USA","39.75817","-104.977043"
"937","SYRACUSE",2010-07-29,"NB",253,239,NA,NA,NA,"29th PL","E 29th Pl & Syracuse St, Denver, CO 80238, USA","39.7583931","-104.8989806"
"938","SYRACUSE ST",2008-11-13,"SB",41,29,NA,NA,NA,"6TH AVE","E 6th Ave & Syracuse St, Denver, CO 80230, USA","39.725544","-104.8987845"
"939","SYRACUSE ST",2008-11-14,"SB",76,82,NA,NA,NA,"11TH AVE","Syracuse St & E 11th Ave, Denver, CO 80220, USA","39.7328897","-104.8988352"
"940","SYRACUSE ST",2010-10-02,"NB",170,268,NA,NA,NA,"MONTVIEW BLVD","Syracuse St & Montview Blvd, Denver, CO 80207, USA","39.7474424","-104.8988026"
"941","SYRACUSE ST",2010-10-02,"NB",190,271,NA,NA,NA,"COLFAX AVE","Syracuse St & E Colfax Ave, Denver, CO 80220, USA","39.7401028","-104.8987557"
"942","SYRACUSE ST",2010-10-12,"NB",250,418,NA,NA,NA,"26TH AVE","Syracuse St & E 26th Ave, Denver, CO 80238, USA","39.7547153","-104.8990169"
"943","TAMARAC DR",2009-07-08,"SB",589,635,NA,NA,NA,"DARTMOUTH AVE","E Dartmouth Ave & S Tamarac Dr, Denver, CO 80231, USA","39.6601895","-104.9022737"
"944","TEJON",2008-09-16,"SB",77,136,NA,NA,NA,"TENNESSEE","W Tennessee Ave & S Tejon St, Denver, CO 80223, USA","39.6983153","-105.0126174"
"945","TOWER RD",2013-12-20,"NB",599,662,NA,7060,NA,"E. 62nd AVE ","Tower Rd & E 62nd Ave, Denver, CO 80249, USA","39.8096504","-104.7720384"
"946","TOWER RD",2013-12-20,"NB",484,673,NA,7520,NA,"E. 51st AVE ","Tower Rd & E 51st Ave, Denver, CO 80249, USA","39.7895085","-104.7720033"
"947","TOWER RD",2013-12-20,"NB",484,673,NA,7520,NA," E. ELMENDORF DR.","18493 E Elmendorf Dr, Denver, CO 80249, USA","39.7926538","-104.7728098"
"948","TREMONT ST",2009-06-11,"NB-SB",308,250,NA,NA,NA,"22ND AND 21ST","Tremont Pl, Denver, CO, USA","39.7478923","-104.9834675"
"949","UINTA WAY",2015-08-21,"SB",123,159,NA,1490,NA,"ULSTER WAY ","Uinta Way & Ulster Way, Denver, CO 80230, USA","39.7307818","-104.8926593"
"950","ULSTER WAY",2015-08-21,"EB",13,18,NA,155,NA," E 9TH AVE","4567 E 9th Ave, Denver, CO 80220, USA","39.7320291","-104.93356"
"951","UNIVERSITY",2008-08-04,"SB",827,1118,NA,NA,NA,"EVANS","2308 E Evans Ave, Denver, CO 80247, USA","39.6797069","-104.8679933"
"952","UNIVERSITY",2009-04-10,"NB",887,893,NA,NA,NA,"CORNELL","2199 S University Blvd, Denver, CO 80208, USA","39.6766174","-104.9618965"
"953","UNIVERSITY BLVD",2007-10-09,"SB",1268,1457,NA,NA,NA,"1ST AVENUE","University Blvd & E 1st Ave, Denver, CO 80206, USA","39.7183505","-104.9591216"
"954","UNIVERSITY BLVD",2013-10-23,"NB",2163,1991,NA,25213,NA,"CHERRY CREEK NORTH","Cherry Creek N Dr & S University Blvd, Denver, CO 80209, USA","39.7160792","-104.9590783"
"955","UVALDA ST",2009-10-27,"EB",50,28,NA,NA,NA,"WORCHESTER ST","Uvalda St & Worchester St, Denver, CO 80239, USA","39.7878294","-104.8330891"
"956","VALLEJO ST",2015-03-20,"SB",8,10,NA,107,NA,"W 43rd AVE ","Vallejo St & W 43rd Ave, Denver, CO 80211, USA","39.7753499","-105.0135227"
"957","VALLEJO ST",2015-03-20,"SB",10,8,NA,75,NA,"W 45th AVE ","Vallejo St & W 45th Ave, Denver, CO 80211, USA","39.7777616","-105.0126884"
"958","VALLEJO ST",2015-03-20,"SB",8,10,NA,107,NA," W 44th AVE","Vallejo St, Colorado, USA","39.7794109","-105.012697"
"959","VINE ST",2010-09-18,"SB",18,29,NA,476,NA,"21st AVE","Vine St & E 21st Ave, Denver, CO 80205, USA","39.7482262","-104.9622418"
"960","VIRGINIA ST",2009-07-01,"EB/WB",460,681,NA,NA,NA,"MARION ST","S Marion Pkwy & E Virginia Ave, Denver, CO 80209, USA","39.7074845","-104.9722052"
"961","W 10TH AVE",2006-01-24,"EB",200,230,NA,NA,NA,"VRAIN ST","W 10th Ave & Vrain St, Denver, CO 80204, USA","39.733051","-105.0463416"
"962","W 12th AVE",2014-04-25,"EB",44,35,NA,456,NA,"JULIAN ST ","Julian St & W 12th Ave, Denver, CO 80204, USA","39.7347581","-105.031011"
"963","W 12th AVE",2014-04-25,"EB",44,35,NA,456,NA," KNOX CT","W 12th Ave, Denver, CO 80204, USA","39.7352498","-105.0140467"
"964","W 12th AVE",2015-01-30,"EB",44,42,NA,465,NA,"N JULIAN ST ","2701W W 12th Ave, Denver, CO 80204, USA","39.7348339","-105.0209956"
"965","W 13TH AVE",2015-08-21,"EB",324,356,NA,3848,NA,"OSAGE ST ","Osage St & W 13th Ave, Denver, CO 80204, USA","39.7368808","-105.0052491"
"966","W 13TH AVE",2015-08-21,"WB",177,597,NA,3171,NA,"MARIPOSA ST ","Mariposa St & W 13th Ave, Denver, CO 80204, USA","39.7368631","-105.0028158"
"967","W 13TH AVE",2015-08-21,"EB",324,356,NA,3848,NA," PECOS ST","W 13th Ave, Colorado, USA","39.7365334","-105.0861369"
"968","W 17th AVE",2014-05-02,"EB",437,297,NA,3944,NA,"N TENNYSON ST ","W 17th Ave, Colorado, USA","39.7439318","-105.0790208"
"969","W 17th AVE",2014-05-02,"EB",360,337,NA,4129,NA,"N UTICA ST ","W 17th Ave & Utica St, Denver, CO, USA","39.743979","-105.045191"
"970","W 1st AVE",2014-07-11,"EB",100,205,NA,1981,NA,"ACOMA ST ","W 1st Ave & Acoma St, Denver, CO 80223, USA","39.7183712","-104.9891798"
"971","W 1st AVE",2014-07-11,"EB",100,205,NA,1981,NA," N BROADWAY","W 1st Ave & Knox Ct, Denver, CO 80219, USA","39.718214","-105.032991"
"972","W 23rd AVE",2014-06-27,"EB",617,336,NA,5215,NA,"N CLAY ST ","W 23rd Ave & Clay St, Denver, CO 80211, USA","39.7512042","-105.0205118"
"973","W 23rd AVE",2014-06-27,"EB",617,336,NA,5215,NA," N BRYANT ST","W 23rd Ave, Denver, CO, USA","39.7512047","-105.0290462"
"974","W 26th AVE",2014-09-26,"EB",476,289,NA,4019,NA,"N JAVA CT ","W 26th Ave, Colorado, USA","39.754774","-105.0956334"
"975","W 29th AVE",2014-08-08,"EB",366,282,NA,3686,NA,"N PERRY ST ","W 29th Ave, Colorado, USA","39.7584923","-105.0437934"
"976","W 2nd AVE",2014-07-11,"EB",39,67,NA,734,NA,"ACOMA ST ","W 2nd Ave & Acoma St, Denver, CO 80203, USA","39.7193547","-104.9891707"
"977","W 2nd AVE",2014-07-11,"EB",39,67,NA,734,NA," N BROADWAY","W 2nd Ave, Colorado, USA","39.7203528","-105.0461375"
"978","W 30th AVE",2014-09-19,"EB",13,15,NA,178,NA,"N IRVING ST ","W 30th Ave, Colorado, USA","39.7603086","-105.0463398"
